time,measure,cumul_measure,total_by_period,cumul_by_period,unit_of_measurement,deviceId,year,month,day
2023-01-19,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1320525.188,1320525.188,grams,20210301-audioptic-clamart,2023,1,19
2023-01-20,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,4665552.17,5986077.358,grams,20210301-audioptic-clamart,2023,1,20
2023-01-21,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,3579444.492,9565521.85,grams,20210301-audioptic-clamart,2023,1,21
2023-01-22,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,3471175.737,13036697.587,grams,20210301-audioptic-clamart,2023,1,22
2023-01-23,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,6197606.938,19234304.525,grams,20210301-audioptic-clamart,2023,1,23
2023-01-24,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,3954214.204,23188518.729,grams,20210301-audioptic-clamart,2023,1,24
2023-01-25,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,4432403.075,27620921.803999998,grams,20210301-audioptic-clamart,2023,1,25
2023-01-26,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,3553116.164,31174037.968,grams,20210301-audioptic-clamart,2023,1,26
2023-01-27,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,3356600.963,34530638.931,grams,20210301-audioptic-clamart,2023,1,27
2023-01-28,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,3850188.679,38380827.61,grams,20210301-audioptic-clamart,2023,1,28
2023-01-29,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,4616121.0370000005,42996948.647,grams,20210301-audioptic-clamart,2023,1,29
2023-01-30,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,3348243.235,46345191.882,grams,20210301-audioptic-clamart,2023,1,30
2023-01-31,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,2865287.298,49210479.18,grams,20210301-audioptic-clamart,2023,1,31
2023-01-31,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_MONTHLY,49210479.18,49210479.18,grams,20210301-audioptic-clamart,2023,1,31
2023-02-01,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,2434738.818,51645217.997999996,grams,20210301-audioptic-clamart,2023,2,1
2023-02-02,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,470905.655,52116123.653,grams,20210301-audioptic-clamart,2023,2,2
2023-02-03,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1180660.829,53296784.48199999,grams,20210301-audioptic-clamart,2023,2,3
2023-02-04,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,2060257.195,55357041.67699999,grams,20210301-audioptic-clamart,2023,2,4
2023-02-05,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,657347.34,56014389.017,grams,20210301-audioptic-clamart,2023,2,5
2023-02-06,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1681998.624,57696387.640999995,grams,20210301-audioptic-clamart,2023,2,6
2023-02-07,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,2974539.52,60670927.161,grams,20210301-audioptic-clamart,2023,2,7
2023-02-08,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,2777176.286,63448103.447,grams,20210301-audioptic-clamart,2023,2,8
2023-02-09,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,3193612.138,66641715.58499999,grams,20210301-audioptic-clamart,2023,2,9
2023-02-10,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1888262.151,68529977.73599999,grams,20210301-audioptic-clamart,2023,2,10
2023-02-11,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,77624.362,68607602.09799999,grams,20210301-audioptic-clamart,2023,2,11
2023-02-12,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,90788.552,68698390.64999999,grams,20210301-audioptic-clamart,2023,2,12
2023-02-13,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1911163.205,70609553.85499999,grams,20210301-audioptic-clamart,2023,2,13
2023-02-14,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,2124319.149,72733873.004,grams,20210301-audioptic-clamart,2023,2,14
2023-02-15,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1879280.168,74613153.17199999,grams,20210301-audioptic-clamart,2023,2,15
2023-02-16,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1750437.172,76363590.344,grams,20210301-audioptic-clamart,2023,2,16
2023-02-17,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1198620.265,77562210.609,grams,20210301-audioptic-clamart,2023,2,17
2023-02-18,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1090687.503,78652898.112,grams,20210301-audioptic-clamart,2023,2,18
2023-02-19,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1577049.625,80229947.737,grams,20210301-audioptic-clamart,2023,2,19
2023-02-20,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,2234127.744,82464075.481,grams,20210301-audioptic-clamart,2023,2,20
2023-02-21,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1591584.727,84055660.208,grams,20210301-audioptic-clamart,2023,2,21
2023-02-22,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1624020.449,85679680.657,grams,20210301-audioptic-clamart,2023,2,22
2023-02-23,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1808662.242,87488342.899,grams,20210301-audioptic-clamart,2023,2,23
2023-02-24,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1980040.873,89468383.772,grams,20210301-audioptic-clamart,2023,2,24
2023-02-25,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,2051839.459,91520223.231,grams,20210301-audioptic-clamart,2023,2,25
2023-02-26,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,3061143.233,94581366.464,grams,20210301-audioptic-clamart,2023,2,26
2023-02-27,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,5024824.225,99606190.689,grams,20210301-audioptic-clamart,2023,2,27
2023-02-28,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,4233165.6,103839356.28899999,grams,20210301-audioptic-clamart,2023,2,28
2023-02-28,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_MONTHLY,54628877.109,103839356.289,grams,20210301-audioptic-clamart,2023,2,28
2023-03-01,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,3996723.854,107836080.14299999,grams,20210301-audioptic-clamart,2023,3,1
2023-03-02,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,3851088.455,111687168.59799999,grams,20210301-audioptic-clamart,2023,3,2
2023-03-03,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,2928566.895,114615735.49299999,grams,20210301-audioptic-clamart,2023,3,3
2023-03-04,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,2508911.326,117124646.81899999,grams,20210301-audioptic-clamart,2023,3,4
2023-03-05,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,2685150.423,119809797.24199998,grams,20210301-audioptic-clamart,2023,3,5
2023-03-06,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,3132090.112,122941887.35399999,grams,20210301-audioptic-clamart,2023,3,6
2023-03-07,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,2582325.914,125524213.26799999,grams,20210301-audioptic-clamart,2023,3,7
2023-03-08,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1839769.584,127363982.852,grams,20210301-audioptic-clamart,2023,3,8
2023-03-09,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1667810.964,129031793.816,grams,20210301-audioptic-clamart,2023,3,9
2023-03-10,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,2371176.15,131402969.966,grams,20210301-audioptic-clamart,2023,3,10
2023-03-11,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1613456.715,133016426.68100001,grams,20210301-audioptic-clamart,2023,3,11
2023-03-12,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1326301.972,134342728.653,grams,20210301-audioptic-clamart,2023,3,12
2023-03-13,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,750214.08,135092942.733,grams,20210301-audioptic-clamart,2023,3,13
2023-03-14,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,35590.559,135128533.292,grams,20210301-audioptic-clamart,2023,3,14
2023-03-15,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,80584.903,135209118.195,grams,20210301-audioptic-clamart,2023,3,15
2023-03-16,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,259382.155,135468500.35,grams,20210301-audioptic-clamart,2023,3,16
2023-03-17,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,19826.356,135488326.706,grams,20210301-audioptic-clamart,2023,3,17
2023-03-18,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,290824.463,135779151.169,grams,20210301-audioptic-clamart,2023,3,18
2023-03-19,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1066368.553,136845519.722,grams,20210301-audioptic-clamart,2023,3,19
2023-03-20,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,155414.916,137000934.638,grams,20210301-audioptic-clamart,2023,3,20
2023-03-21,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,72769.851,137073704.48900002,grams,20210301-audioptic-clamart,2023,3,21
2023-03-22,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,84443.696,137158148.18500003,grams,20210301-audioptic-clamart,2023,3,22
2023-03-23,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,61537.251,137219685.43600002,grams,20210301-audioptic-clamart,2023,3,23
2023-03-24,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,79499.978,137299185.414,grams,20210301-audioptic-clamart,2023,3,24
2023-03-25,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,69116.597,137368302.011,grams,20210301-audioptic-clamart,2023,3,25
2023-03-26,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,140772.275,137509074.286,grams,20210301-audioptic-clamart,2023,3,26
2023-03-27,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,98499.017,137607573.303,grams,20210301-audioptic-clamart,2023,3,27
2023-03-28,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,123317.58,137730890.88300002,grams,20210301-audioptic-clamart,2023,3,28
2023-03-29,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,92479.544,137823370.42700002,grams,20210301-audioptic-clamart,2023,3,29
2023-03-30,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,189419.49,138012789.91700003,grams,20210301-audioptic-clamart,2023,3,30
2023-03-31,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,141784.031,138154573.948,grams,20210301-audioptic-clamart,2023,3,31
2023-03-31,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_MONTHLY,34315217.659,138154573.948,grams,20210301-audioptic-clamart,2023,3,31
2023-12-31,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_YEARLY,138154573.948,138154573.948,grams,20210301-audioptic-clamart,2023,12,31
2023-01-19,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1552122.954,1552122.954,grams,20210301-audioptic-clamart,2023,1,19
2023-01-20,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,5273394.86,6825517.814,grams,20210301-audioptic-clamart,2023,1,20
2023-01-21,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,4216773.5370000005,11042291.351,grams,20210301-audioptic-clamart,2023,1,21
2023-01-22,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,4140048.506,15182339.857,grams,20210301-audioptic-clamart,2023,1,22
2023-01-23,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,6433552.481,21615892.338,grams,20210301-audioptic-clamart,2023,1,23
2023-01-24,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,4533814.623,26149706.961,grams,20210301-audioptic-clamart,2023,1,24
2023-01-25,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,4970582.326,31120289.287,grams,20210301-audioptic-clamart,2023,1,25
2023-01-26,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,4129413.297,35249702.584,grams,20210301-audioptic-clamart,2023,1,26
2023-01-27,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,3915946.891,39165649.475,grams,20210301-audioptic-clamart,2023,1,27
2023-01-28,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,4448244.851,43613894.326000005,grams,20210301-audioptic-clamart,2023,1,28
2023-01-29,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,5238713.584,48852607.910000004,grams,20210301-audioptic-clamart,2023,1,29
2023-01-30,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,4037716.164,52890324.074,grams,20210301-audioptic-clamart,2023,1,30
2023-01-31,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,3887808.04,56778132.114,grams,20210301-audioptic-clamart,2023,1,31
2023-01-31,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_MONTHLY,56778132.114,56778132.114,grams,20210301-audioptic-clamart,2023,1,31
2023-02-01,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,4139882.243,60918014.357,grams,20210301-audioptic-clamart,2023,2,1
2023-02-02,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1904416.171,62822430.528,grams,20210301-audioptic-clamart,2023,2,2
2023-02-03,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,3019358.997,65841789.525,grams,20210301-audioptic-clamart,2023,2,3
2023-02-04,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,3151290.2970000003,68993079.822,grams,20210301-audioptic-clamart,2023,2,4
2023-02-05,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,2202150.896,71195230.718,grams,20210301-audioptic-clamart,2023,2,5
2023-02-06,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,2597862.111,73793092.829,grams,20210301-audioptic-clamart,2023,2,6
2023-02-07,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,3809443.19,77602536.019,grams,20210301-audioptic-clamart,2023,2,7
2023-02-08,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,3491140.156,81093676.175,grams,20210301-audioptic-clamart,2023,2,8
2023-02-09,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,3879025.318,84972701.493,grams,20210301-audioptic-clamart,2023,2,9
2023-02-10,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,2990257.309,87962958.802,grams,20210301-audioptic-clamart,2023,2,10
2023-02-11,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1070687.762,89033646.564,grams,20210301-audioptic-clamart,2023,2,11
2023-02-12,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1232959.878,90266606.442,grams,20210301-audioptic-clamart,2023,2,12
2023-02-13,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,2717903.516,92984509.958,grams,20210301-audioptic-clamart,2023,2,13
2023-02-14,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,2124218.222,95108728.18,grams,20210301-audioptic-clamart,2023,2,14
2023-02-15,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1879180.699,96987908.87900001,grams,20210301-audioptic-clamart,2023,2,15
2023-02-16,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1750337.25,98738246.12900001,grams,20210301-audioptic-clamart,2023,2,16
2023-02-17,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1198519.726,99936765.855,grams,20210301-audioptic-clamart,2023,2,17
2023-02-18,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1090585.104,101027350.959,grams,20210301-audioptic-clamart,2023,2,18
2023-02-19,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1576948.018,102604298.97700001,grams,20210301-audioptic-clamart,2023,2,19
2023-02-20,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,2234024.028,104838323.00500001,grams,20210301-audioptic-clamart,2023,2,20
2023-02-21,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1591485.972,106429808.97700001,grams,20210301-audioptic-clamart,2023,2,21
2023-02-22,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1623921.007,108053729.98400001,grams,20210301-audioptic-clamart,2023,2,22
2023-02-23,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1808564.017,109862294.00100002,grams,20210301-audioptic-clamart,2023,2,23
2023-02-24,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1979942.541,111842236.54200001,grams,20210301-audioptic-clamart,2023,2,24
2023-02-25,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,2051740.508,113893977.05000001,grams,20210301-audioptic-clamart,2023,2,25
2023-02-26,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,3061043.855,116955020.90500002,grams,20210301-audioptic-clamart,2023,2,26
2023-02-27,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,5024724.474,121979745.37900002,grams,20210301-audioptic-clamart,2023,2,27
2023-02-28,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,4233066.371,126212811.75000003,grams,20210301-audioptic-clamart,2023,2,28
2023-02-28,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_MONTHLY,69434679.636,126212811.75,grams,20210301-audioptic-clamart,2023,2,28
2023-03-01,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,3996624.593,130209436.34300002,grams,20210301-audioptic-clamart,2023,3,1
2023-03-02,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,3850989.254,134060425.59700002,grams,20210301-audioptic-clamart,2023,3,2
2023-03-03,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,2928462.891,136988888.488,grams,20210301-audioptic-clamart,2023,3,3
2023-03-04,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,2508810.141,139497698.629,grams,20210301-audioptic-clamart,2023,3,4
2023-03-05,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,2685051.19,142182749.819,grams,20210301-audioptic-clamart,2023,3,5
2023-03-06,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,3131991.138,145314740.95700002,grams,20210301-audioptic-clamart,2023,3,6
2023-03-07,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,2582226.392,147896967.349,grams,20210301-audioptic-clamart,2023,3,7
2023-03-08,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1839667.925,149736635.27400002,grams,20210301-audioptic-clamart,2023,3,8
2023-03-09,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1640851.701,151377486.97500002,grams,20210301-audioptic-clamart,2023,3,9
2023-03-10,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,2371076.769,153748563.74400002,grams,20210301-audioptic-clamart,2023,3,10
2023-03-11,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1613344.777,155361908.52100003,grams,20210301-audioptic-clamart,2023,3,11
2023-03-12,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1326203.585,156688112.10600004,grams,20210301-audioptic-clamart,2023,3,12
2023-03-13,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,736081.373,157424193.47900003,grams,20210301-audioptic-clamart,2023,3,13
2023-03-14,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,320782.037,157744975.51600003,grams,20210301-audioptic-clamart,2023,3,14
2023-03-15,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,869976.482,158614951.99800003,grams,20210301-audioptic-clamart,2023,3,15
2023-03-16,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,740900.184,159355852.182,grams,20210301-audioptic-clamart,2023,3,16
2023-03-17,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,152270.18099999998,159508122.363,grams,20210301-audioptic-clamart,2023,3,17
2023-03-18,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,547074.449,160055196.812,grams,20210301-audioptic-clamart,2023,3,18
2023-03-19,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1449181.884,161504378.696,grams,20210301-audioptic-clamart,2023,3,19
2023-03-20,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,533928.602,162038307.298,grams,20210301-audioptic-clamart,2023,3,20
2023-03-21,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,413639.461,162451946.759,grams,20210301-audioptic-clamart,2023,3,21
2023-03-22,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,602861.117,163054807.87600002,grams,20210301-audioptic-clamart,2023,3,22
2023-03-23,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,329734.199,163384542.07500002,grams,20210301-audioptic-clamart,2023,3,23
2023-03-24,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,533077.212,163917619.28700003,grams,20210301-audioptic-clamart,2023,3,24
2023-03-25,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,951758.735,164869378.02200004,grams,20210301-audioptic-clamart,2023,3,25
2023-03-26,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1053077.212,165922455.23400006,grams,20210301-audioptic-clamart,2023,3,26
2023-03-27,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1012743.427,166935198.66100004,grams,20210301-audioptic-clamart,2023,3,27
2023-03-28,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1118240.69,168053439.35100004,grams,20210301-audioptic-clamart,2023,3,28
2023-03-29,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,183296.383,168236735.73400003,grams,20210301-audioptic-clamart,2023,3,29
2023-03-30,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,243846.041,168480581.77500004,grams,20210301-audioptic-clamart,2023,3,30
2023-03-31,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,221854.744,168702436.51900002,grams,20210301-audioptic-clamart,2023,3,31
2023-03-31,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_MONTHLY,42489624.769,168702436.519,grams,20210301-audioptic-clamart,2023,3,31
2023-12-31,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_YEARLY,168702436.519,168702436.519,grams,20210301-audioptic-clamart,2023,12,31
2023-01-19,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-541.4390000000001,-541.4390000000001,percent,20210301-audioptic-clamart,2023,1,19
2023-01-20,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,1,20
2023-01-21,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-985.5799999999999,-1527.019,percent,20210301-audioptic-clamart,2023,1,21
2023-01-22,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-845.981,-2373,percent,20210301-audioptic-clamart,2023,1,22
2023-01-23,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-491.444,-2864.444,percent,20210301-audioptic-clamart,2023,1,23
2023-01-24,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,1,24
2023-01-25,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-1060.067,-3924.511,percent,20210301-audioptic-clamart,2023,1,25
2023-01-26,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,1,26
2023-01-27,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,1,27
2023-01-28,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-582.141,-4506.652,percent,20210301-audioptic-clamart,2023,1,28
2023-01-29,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-503.37,-5010.022,percent,20210301-audioptic-clamart,2023,1,29
2023-01-30,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-1678.36,-6688.382,percent,20210301-audioptic-clamart,2023,1,30
2023-01-31,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_MONTHLY,null,null,percent,20210301-audioptic-clamart,2023,1,31
2023-01-31,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,1,31
2023-02-01,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3000.763,-9689.145,percent,20210301-audioptic-clamart,2023,2,1
