time,measure,cumul_measure,total_by_period,cumul_by_period,unit_of_measurement,deviceId,year,month,day
2022-11-05,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,0,261856.92400000003,kilowattHours,20210305-ORPEA-Plancoet,2022,11,5
2022-11-06,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,0,261856.92400000003,kilowattHours,20210305-ORPEA-Plancoet,2022,11,6
2022-11-07,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,0,261856.92400000003,kilowattHours,20210305-ORPEA-Plancoet,2022,11,7
2022-11-08,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,0,261856.92400000003,kilowattHours,20210305-ORPEA-Plancoet,2022,11,8
2022-11-09,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,2063.352,263920.276,kilowattHours,20210305-ORPEA-Plancoet,2022,11,9
2022-11-10,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,27515.521,291435.797,kilowattHours,20210305-ORPEA-Plancoet,2022,11,10
2022-11-11,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,32558.917,323994.71400000004,kilowattHours,20210305-ORPEA-Plancoet,2022,11,11
2022-11-12,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,30892.27,354886.98400000005,kilowattHours,20210305-ORPEA-Plancoet,2022,11,12
2022-11-13,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,31902.766,386789.75000000006,kilowattHours,20210305-ORPEA-Plancoet,2022,11,13
2022-11-14,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,28356.168,415145.91800000006,kilowattHours,20210305-ORPEA-Plancoet,2022,11,14
2022-11-15,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,0,415145.91800000006,kilowattHours,20210305-ORPEA-Plancoet,2022,11,15
2022-11-16,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,12905.172999999999,428051.0910000001,kilowattHours,20210305-ORPEA-Plancoet,2022,11,16
2022-11-17,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,65807.734,493858.82500000007,kilowattHours,20210305-ORPEA-Plancoet,2022,11,17
2022-11-18,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,69853.71,563712.535,kilowattHours,20210305-ORPEA-Plancoet,2022,11,18
2022-11-19,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,72711.881,636424.416,kilowattHours,20210305-ORPEA-Plancoet,2022,11,19
2022-11-20,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,63209.336,699633.752,kilowattHours,20210305-ORPEA-Plancoet,2022,11,20
2022-11-21,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,64956.11,764589.862,kilowattHours,20210305-ORPEA-Plancoet,2022,11,21
2022-11-22,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,68511.228,833101.09,kilowattHours,20210305-ORPEA-Plancoet,2022,11,22
2022-11-23,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,69670.459,902771.549,kilowattHours,20210305-ORPEA-Plancoet,2022,11,23
2022-11-24,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,67823.823,970595.372,kilowattHours,20210305-ORPEA-Plancoet,2022,11,24
2022-11-25,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,76565.446,1047160.818,kilowattHours,20210305-ORPEA-Plancoet,2022,11,25
2022-11-26,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,65640.198,1112801.016,kilowattHours,20210305-ORPEA-Plancoet,2022,11,26
2022-11-27,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,65285.951,1178086.9670000002,kilowattHours,20210305-ORPEA-Plancoet,2022,11,27
2022-11-28,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,77502.664,1255589.6310000003,kilowattHours,20210305-ORPEA-Plancoet,2022,11,28
2022-11-29,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,59571.185,1315160.8160000003,kilowattHours,20210305-ORPEA-Plancoet,2022,11,29
2022-11-30,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_MONTHLY,1224504.056,1426754.9060000002,kilowattHours,20210305-ORPEA-Plancoet,2022,11,30
2022-11-30,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,111594.09,1426754.9060000004,kilowattHours,20210305-ORPEA-Plancoet,2022,11,30
2022-12-01,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,73459.456,1500214.3620000004,kilowattHours,20210305-ORPEA-Plancoet,2022,12,1
2022-12-02,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,136248.717,1636463.0790000004,kilowattHours,20210305-ORPEA-Plancoet,2022,12,2
2022-12-03,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,121974.759,1758437.8380000005,kilowattHours,20210305-ORPEA-Plancoet,2022,12,3
2022-12-04,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,140116.431,1898554.2690000006,kilowattHours,20210305-ORPEA-Plancoet,2022,12,4
2022-12-05,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,130848.13399999999,2029402.4030000006,kilowattHours,20210305-ORPEA-Plancoet,2022,12,5
2022-12-06,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,128641.822,2158044.2250000006,kilowattHours,20210305-ORPEA-Plancoet,2022,12,6
2022-12-07,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,125569.639,2283613.8640000005,kilowattHours,20210305-ORPEA-Plancoet,2022,12,7
2022-12-08,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,125951.969,2409565.8330000006,kilowattHours,20210305-ORPEA-Plancoet,2022,12,8
2022-12-09,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,107945.494,2517511.3270000005,kilowattHours,20210305-ORPEA-Plancoet,2022,12,9
2022-12-10,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,0,2517511.3270000005,kilowattHours,20210305-ORPEA-Plancoet,2022,12,10
2022-12-11,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,0,2517511.3270000005,kilowattHours,20210305-ORPEA-Plancoet,2022,12,11
2022-12-12,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,97300.457,2614811.7840000005,kilowattHours,20210305-ORPEA-Plancoet,2022,12,12
2022-12-13,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,152932.492,2767744.2760000005,kilowattHours,20210305-ORPEA-Plancoet,2022,12,13
2022-12-14,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,142943.46,2910687.7360000005,kilowattHours,20210305-ORPEA-Plancoet,2022,12,14
2022-12-15,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,143783.655,3054471.3910000003,kilowattHours,20210305-ORPEA-Plancoet,2022,12,15
2022-12-16,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,136857.201,3191328.592,kilowattHours,20210305-ORPEA-Plancoet,2022,12,16
2022-12-17,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,143692.769,3335021.361,kilowattHours,20210305-ORPEA-Plancoet,2022,12,17
2022-12-18,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,162634.578,3497655.9390000002,kilowattHours,20210305-ORPEA-Plancoet,2022,12,18
2022-12-19,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,91999.39,3589655.3290000004,kilowattHours,20210305-ORPEA-Plancoet,2022,12,19
2022-12-20,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,73173.923,3662829.2520000003,kilowattHours,20210305-ORPEA-Plancoet,2022,12,20
2022-12-21,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,74850.308,3737679.5600000005,kilowattHours,20210305-ORPEA-Plancoet,2022,12,21
2022-12-22,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,65913.46,3803593.0200000005,kilowattHours,20210305-ORPEA-Plancoet,2022,12,22
2022-12-23,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,64919.909,3868512.9290000005,kilowattHours,20210305-ORPEA-Plancoet,2022,12,23
2022-12-24,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,65457.428,3933970.3570000003,kilowattHours,20210305-ORPEA-Plancoet,2022,12,24
2022-12-25,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,69922.39,4003892.7470000004,kilowattHours,20210305-ORPEA-Plancoet,2022,12,25
2022-12-26,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,94925.157,4098817.9040000006,kilowattHours,20210305-ORPEA-Plancoet,2022,12,26
2022-12-27,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,100469.645,4199287.549000001,kilowattHours,20210305-ORPEA-Plancoet,2022,12,27
2022-12-28,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,67476.664,4266764.213,kilowattHours,20210305-ORPEA-Plancoet,2022,12,28
2022-12-29,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,92786.66,4359550.873000001,kilowattHours,20210305-ORPEA-Plancoet,2022,12,29
2022-12-30,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,66883.181,4426434.0540000005,kilowattHours,20210305-ORPEA-Plancoet,2022,12,30
2022-12-31,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,52719.256,4479153.3100000005,kilowattHours,20210305-ORPEA-Plancoet,2022,12,31
2022-12-31,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_MONTHLY,3052398.404,4479153.3100000005,kilowattHours,20210305-ORPEA-Plancoet,2022,12,31
2022-12-31,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_YEARLY,4479153.31,4479153.31,kilowattHours,20210305-ORPEA-Plancoet,2022,12,31
2023-01-01,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,59231.882,4538385.192000001,kilowattHours,20210305-ORPEA-Plancoet,2023,1,1
2023-01-02,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,83798.716,4622183.908000001,kilowattHours,20210305-ORPEA-Plancoet,2023,1,2
2023-01-03,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,79346.93000000001,4701530.838,kilowattHours,20210305-ORPEA-Plancoet,2023,1,3
2023-01-04,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,54154.265,4755685.103,kilowattHours,20210305-ORPEA-Plancoet,2023,1,4
2023-01-05,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,61197.046,4816882.149,kilowattHours,20210305-ORPEA-Plancoet,2023,1,5
2023-01-06,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,56651.352,4873533.501,kilowattHours,20210305-ORPEA-Plancoet,2023,1,6
2023-01-07,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,59870.89,4933404.391,kilowattHours,20210305-ORPEA-Plancoet,2023,1,7
2023-01-08,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,76908.165,5010312.556,kilowattHours,20210305-ORPEA-Plancoet,2023,1,8
2023-01-09,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,75797.647,5086110.203,kilowattHours,20210305-ORPEA-Plancoet,2023,1,9
2023-01-10,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,32866.229,5118976.432,kilowattHours,20210305-ORPEA-Plancoet,2023,1,10
2023-01-11,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,0,5118976.432,kilowattHours,20210305-ORPEA-Plancoet,2023,1,11
2023-01-12,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,622.783,5119599.215,kilowattHours,20210305-ORPEA-Plancoet,2023,1,12
2023-01-13,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,114361.236,5233960.450999999,kilowattHours,20210305-ORPEA-Plancoet,2023,1,13
2023-01-14,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,89195.617,5323156.067999999,kilowattHours,20210305-ORPEA-Plancoet,2023,1,14
2023-01-15,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,85335.554,5408491.6219999995,kilowattHours,20210305-ORPEA-Plancoet,2023,1,15
2023-01-16,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,99223.236,5507714.857999999,kilowattHours,20210305-ORPEA-Plancoet,2023,1,16
2023-01-17,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,94813.269,5602528.126999999,kilowattHours,20210305-ORPEA-Plancoet,2023,1,17
2023-01-18,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,34578.991,5637107.118,kilowattHours,20210305-ORPEA-Plancoet,2023,1,18
2023-01-19,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,59041.206,5696148.324,kilowattHours,20210305-ORPEA-Plancoet,2023,1,19
2023-01-20,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,53597.734,5749746.058,kilowattHours,20210305-ORPEA-Plancoet,2023,1,20
2023-01-21,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,45419.944,5795166.002,kilowattHours,20210305-ORPEA-Plancoet,2023,1,21
2023-01-22,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,60377.859000000004,5855543.8610000005,kilowattHours,20210305-ORPEA-Plancoet,2023,1,22
2023-01-23,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,103900.212,5959444.073000001,kilowattHours,20210305-ORPEA-Plancoet,2023,1,23
2023-01-24,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,133790.293,6093234.366,kilowattHours,20210305-ORPEA-Plancoet,2023,1,24
2023-01-25,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,85205.954,6178440.32,kilowattHours,20210305-ORPEA-Plancoet,2023,1,25
2023-01-26,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,131836.055,6310276.375,kilowattHours,20210305-ORPEA-Plancoet,2023,1,26
2023-01-27,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,126928.248,6437204.623,kilowattHours,20210305-ORPEA-Plancoet,2023,1,27
2023-01-28,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,130467.613,6567672.236,kilowattHours,20210305-ORPEA-Plancoet,2023,1,28
2023-01-29,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,127123.46,6694795.6959999995,kilowattHours,20210305-ORPEA-Plancoet,2023,1,29
2023-01-30,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,107502.10399999999,6802297.8,kilowattHours,20210305-ORPEA-Plancoet,2023,1,30
2023-01-31,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,94790.281,6897088.081,kilowattHours,20210305-ORPEA-Plancoet,2023,1,31
2023-01-31,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_MONTHLY,2417934.771,6897088.081,kilowattHours,20210305-ORPEA-Plancoet,2023,1,31
2023-02-01,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,96713.004,6993801.085,kilowattHours,20210305-ORPEA-Plancoet,2023,2,1
2023-02-02,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,95856.868,7089657.953,kilowattHours,20210305-ORPEA-Plancoet,2023,2,2
2023-02-03,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,94551.262,7184209.215,kilowattHours,20210305-ORPEA-Plancoet,2023,2,3
2023-02-04,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,100205.697,7284414.912,kilowattHours,20210305-ORPEA-Plancoet,2023,2,4
2023-02-05,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,98228.416,7382643.328,kilowattHours,20210305-ORPEA-Plancoet,2023,2,5
2023-02-06,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,120289.371,7502932.699,kilowattHours,20210305-ORPEA-Plancoet,2023,2,6
2023-02-07,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,135100.357,7638033.056,kilowattHours,20210305-ORPEA-Plancoet,2023,2,7
2023-02-08,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,126906.811,7764939.867,kilowattHours,20210305-ORPEA-Plancoet,2023,2,8
2023-02-09,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,127811.98300000001,7892751.85,kilowattHours,20210305-ORPEA-Plancoet,2023,2,9
2023-02-10,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,109393.243,8002145.092999999,kilowattHours,20210305-ORPEA-Plancoet,2023,2,10
2023-02-11,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,108768.646,8110913.738999999,kilowattHours,20210305-ORPEA-Plancoet,2023,2,11
2023-02-12,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,125242.69,8236156.429,kilowattHours,20210305-ORPEA-Plancoet,2023,2,12
2023-02-13,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,132509.105,8368665.534,kilowattHours,20210305-ORPEA-Plancoet,2023,2,13
2023-02-14,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,118191.652,8486857.186,kilowattHours,20210305-ORPEA-Plancoet,2023,2,14
2023-02-15,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,74425.849,8561283.035,kilowattHours,20210305-ORPEA-Plancoet,2023,2,15
2023-02-16,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,64468.172,8625751.207,kilowattHours,20210305-ORPEA-Plancoet,2023,2,16
2023-02-17,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,80986.024,8706737.231,kilowattHours,20210305-ORPEA-Plancoet,2023,2,17
2023-02-18,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,76596.398,8783333.629,kilowattHours,20210305-ORPEA-Plancoet,2023,2,18
2023-02-19,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,78089.085,8861422.714000002,kilowattHours,20210305-ORPEA-Plancoet,2023,2,19
2023-02-20,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,103153.445,8964576.159000002,kilowattHours,20210305-ORPEA-Plancoet,2023,2,20
2023-02-21,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,98308.323,9062884.482000003,kilowattHours,20210305-ORPEA-Plancoet,2023,2,21
2023-02-22,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,94604.832,9157489.314000003,kilowattHours,20210305-ORPEA-Plancoet,2023,2,22
2023-02-23,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,122121.404,9279610.718000002,kilowattHours,20210305-ORPEA-Plancoet,2023,2,23
2023-02-24,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,107894.814,9387505.532000002,kilowattHours,20210305-ORPEA-Plancoet,2023,2,24
2023-02-25,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,114287.167,9501792.699000001,kilowattHours,20210305-ORPEA-Plancoet,2023,2,25
2023-02-26,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,122876.209,9624668.908000002,kilowattHours,20210305-ORPEA-Plancoet,2023,2,26
2023-02-27,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,125419.408,9750088.316000002,kilowattHours,20210305-ORPEA-Plancoet,2023,2,27
2023-02-28,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,114462.717,9864551.033000002,kilowattHours,20210305-ORPEA-Plancoet,2023,2,28
2023-02-28,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_MONTHLY,2967462.952,9864551.033,kilowattHours,20210305-ORPEA-Plancoet,2023,2,28
2023-03-01,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,112151.13,9976702.163000003,kilowattHours,20210305-ORPEA-Plancoet,2023,3,1
2023-03-02,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,117533.654,10094235.817000002,kilowattHours,20210305-ORPEA-Plancoet,2023,3,2
2023-03-03,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,113532.778,10207768.595000003,kilowattHours,20210305-ORPEA-Plancoet,2023,3,3
2023-03-04,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,116937.02100000001,10324705.616000002,kilowattHours,20210305-ORPEA-Plancoet,2023,3,4
2023-03-05,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,120037.126,10444742.742000002,kilowattHours,20210305-ORPEA-Plancoet,2023,3,5
2023-03-06,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,117463.943,10562206.685000002,kilowattHours,20210305-ORPEA-Plancoet,2023,3,6
2023-03-07,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,104700.87299999999,10666907.558000002,kilowattHours,20210305-ORPEA-Plancoet,2023,3,7
2023-03-08,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,79185.87700000001,10746093.435000002,kilowattHours,20210305-ORPEA-Plancoet,2023,3,8
2023-03-09,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,79648.172,10825741.607000003,kilowattHours,20210305-ORPEA-Plancoet,2023,3,9
2023-03-10,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,101469.853,10927211.460000003,kilowattHours,20210305-ORPEA-Plancoet,2023,3,10
2023-03-11,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,101137.085,11028348.545000004,kilowattHours,20210305-ORPEA-Plancoet,2023,3,11
2023-03-12,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,81503.464,11109852.009000003,kilowattHours,20210305-ORPEA-Plancoet,2023,3,12
2023-03-13,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,19631.64,11129483.649000004,kilowattHours,20210305-ORPEA-Plancoet,2023,3,13
2023-03-14,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,0,11129483.649000004,kilowattHours,20210305-ORPEA-Plancoet,2023,3,14
2023-03-15,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,0,11129483.649000004,kilowattHours,20210305-ORPEA-Plancoet,2023,3,15
2023-03-16,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,0,11129483.649000004,kilowattHours,20210305-ORPEA-Plancoet,2023,3,16
2023-03-17,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,0,11129483.649000004,kilowattHours,20210305-ORPEA-Plancoet,2023,3,17
2023-03-18,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,0,11129483.649000004,kilowattHours,20210305-ORPEA-Plancoet,2023,3,18
2023-03-19,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,0,11129483.649000004,kilowattHours,20210305-ORPEA-Plancoet,2023,3,19
